NSFDC : MEN/WOMEN AND RURAL/URBAN-WISE COVERAGE OF BENEFICIAIRIES AND DISBURSEMENT ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2026-27 AS ON 31.07.2026,,,,,,,,,,,,,,
6,Laghu Vyavsay Yojana,20607,11517,32124,25461.68,15074.95,40536.630000000005,,19113,13011,32124,22715.3,17821.33,40536.630000000005
7,VETLS Scheme,183,67,250,329.4,120.6,450,,126,124,250,226.8,223.2,450
8,Aajivika Micro Credit Yojana,0,151,151,0,74.74,74.74,,151,0,151,74.74,0,74.74
9,Green Business Scheme,320,213,533,327,217.55,544.55,,267,266,533,272.95,271.6,544.55
10,Stand-Up India Scheme,0,0,0,0,0,0,,0,0,0,0,0,0
11,Udyam Nidhi Yojana,0,0,0,0,0,0,,0,0,0,0,0,0
,Total,24809,69193,94002,30385.710000000003,24437.41,54823.12, ,50332,43670,94002,30278.9,24544.22,54823.12
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,, ,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2019-2020  AS ON 31.03.2020,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,1341,2094,3435,10142.6,6064,16206.6,,1839,1596,3435,8329.64,7876.96,16206.599999999999
2,Micro Credit Finance,3168,2283,5451,1606.3,1144.73,2751.0299999999997,,3012,2439,5451,1500.88,1250.15,2751.03
3,Mahila Samriddhi Yojana,0,29360,29360,0,4652.36,4652.36,,14682,14678,29360,2327.06,2325.3,4652.360000000001
4,Shilpi Samriddhi Yojana,0,100,100,0,40,40,,100,0,100,40,0,40
5,Educational Loan Scheme,359,224,583,729.27,429.91,1159.18,,445,138,583,830.44,328.74,1159.18
6,Laghu Vyavsay Yojana,27989,15411,43400,26318.51,15519.84,41838.35,,30340,13060,43400,26489.77,15348.58,41838.35
7,VETLS Scheme,65,35,100,58.5,31.5,90,,51,49,100,45.9,44.1,90
8,Ajivika Micro Credit Yojana,0,134,134,0,66.33,66.33,,134,0,134,66.33,0,66.33
9,Green Business Scheme,139,77,216,468.8,288.7,757.5,,119,97,216,391.95,365.55,757.5
10,Stand-Up India Scheme,0,0,0,0,0,0,,0,0,0,0,0,0
11,Udyam Nidhi Yojana,0,1191,1191,0,589.04,589.04,,1191,0,1191,589.04,0,589.04
,Total,33061,50909,83970,39323.98,28826.410000000003,68150.39, ,51913,32057,83970,40611.01,27539.379999999997,68150.38999999998
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,, ,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2018-2019 as on 31.03.2019,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,*Term Loan,1369,792,2161,7868.1,4540.61,12408.71,,1372,789,2161,7220.79,5187.92,12408.71
2,Micro Credit Finance,5129,4137,9266,2235.5,1825.96,4061.46,,4866,4400,9266,2122.2,1939.26,4061.46
3,Mahila Samriddhi Yojana,0,30694,30694,0,3273.6,3273.6,,15333,15361,30694,1633.2,1640.4,3273.6000000000004
4,Shilpi Samriddhi Yojana,0,0,0,0,0,0,,0,0,0,0,0,0
5,Educational Loan Scheme,121,60,181,418.78,207.81,626.5899999999999,,104,77,181,363.16,263.43,626.59
6,Laghu Vyavsay Yojana,21036,15621,36657,27447.95,16826.17,44274.119999999995,,23912,12745,36657,27704.09,16570.03,44274.119999999995
7,NASY Scheme,0,0,0,0,0,0,,0,0,0,0,0,0
8,VETLS Scheme,0,0,0,0,0,0,,0,0,0,0,0,0
9,Ajivika Micro Credit Yojana,0,122,122,0,59.29,59.29,,122,0,122,59.29,0,59.29
10,Green Business Scheme,1450,900,2350,1490.5,927,2417.5,,1175,1175,2350,1208.75,1208.75,2417.5
11,Stand-Up India Scheme,0,0,0,0,0,0,,0,0,0,0,0,0
,Total,29105,52326,81431,39460.83,27660.44,67121.26999999999, ,46884,34547,81431,40311.48,26809.79,67121.26999999999
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2017-2018 as on 31.3.2018,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,2267,1226,3493,8976.08,3506.13,12482.21,,1827,1666,3493,5396.14,7086.07,12482.21
2,Micro Credit Finance,24959,17068,42027,11137.46,7608.58,18746.04,,20931,21096,42027,9340.11,9405.93,18746.04
3,Mahila Samriddhi Yojana,0,50057,50057,0,6514.2,6514.2,,25028,25029,50057,3257.1,3257.1,6514.2
4,Shilpi Samriddhi Yojana,42,28,70,16.8,11.2,28,,35,35,70,14,14,28
5,Educational Loan Scheme,187,79,266,343.39,130.3,473.69,,189,77,266,312.74,160.95,473.69
6,Laghu Vyavsay Yojana,8168,3769,11937,14163.91,6388.87,20552.78,,5532,6405,11937,8613.44,11939.34,20552.78
7,NASY Scheme,0,0,0,0,0,0,,0,0,0,0,0,0
8,VETLS Scheme,0,0,0,0,0,0,,0,0,0,0,0,0
9,Ajivika Micro Credit Yojana,0,394,394,0,191,191,,343,51,394,166.24,24.76,191
10,Green Business Scheme,12,8,20,105,70,175,,20,0,20,175,0,175
11,Stand-Up India Scheme,48,28,76,570.3,355.21,925.51,,9,67,76,93.45,832.06,925.51
,Total,35683,72657,108340,35312.94,24775.489999999998,60088.43, ,53914,54426,108340,27368.22,32720.21,60088.43
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
FINANCIAL YEAR 2016-2017 as on 31.03.2017,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,*Term Loan,8592,5086,13678,12790.41,5719.18,18509.59,,7692,5986,13678,10248.76,8260.83,18509.59
2,Micro Credit Finance,4259,3008,7267,1721.66,1194.81,2916.4700000000003,,3985,3282,7267,1595.28,1321.19,2916.4700000000003
3,Mahila Samriddhi Yojana,0,48831,48831,0,8780.35,8780.35,,24688,24143,48831,4510.18,4270.17,8780.35
4,Shilpi Samriddhi Yojana,27,19,46,10.8,7.6,18.4,,24,22,46,9.6,8.8,18.4
5,Educational Loan Scheme,236,72,308,517.09,188.88,705.97,,212,96,308,459.44,246.53,705.97
6,Laghu Vyavsay Yojana,6981,4973,11954,9548.99,7389.91,16938.9,,6367,5587,11954,8672.66,8266.24,16938.9
7,VETLS Scheme,9,12,21,12.12,16.15,28.269999999999996,,0,21,21,0,28.27,28.27
8,Ajivika Micro Credit Yojana,0,0,0,0,0,0,,0,0,0,0,0,0
,Total,20104,62001,82105,24601.069999999996,23296.88,47897.950000000004, ,42968,39137,82105,25495.920000000002,22402.030000000002,47897.950000000004
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2015-2016 as on 31.03.2016,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,3888,1076,4964,7458.55,1447.17,8905.720000000001,,2824,2140,4964,5097.4,3808.32,8905.72
2,Micro Credit Finance,5092,3787,8879,2159.56,1607.54,3767.1,,4684,4195,8879,1996.55,1770.55,3767.1
3,Mahila Samriddhi Yojana,0,41738,41738,0,9897.25,9897.25,,22229,19509,41738,5560.25,4337,9897.25
4,Shilpi Samriddhi Yojana,24,22,46,9.6,8.8,18.4,,23,23,46,9.2,9.2,18.4
5,Educational Loan Scheme,315,84,399,761.05,219.07,980.1199999999999,,244,155,399,619.09,361.03,980.12
6,Laghu Vyavsay Yojana,9409,6388,15797,8289.93,6011.05,14300.98,,9697,6100,15797,8085.24,6215.74,14300.98
7,Ajivika Micro Credit Yojana,0,92,92,0,24.9,24.9,,92,0,92,24.9,0,24.9
,Total,18728,53187,71915,18678.690000000002,19215.78,37894.47, ,39793,32122,71915,21392.630000000005,16501.84,37894.47
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2014-2015 as on 31.03.2015,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,5629,3839,9468,7046.3,4091.26,11137.560000000001,,8019,1449,9468,9143.6,1993.96,11137.560000000001
2,Micro Credit Finance,11935,10553,22488,2425.3,2150.53,4575.83,,11251,11237,22488,2290.28,2285.55,4575.83
3,Mahila Samriddhi Yojana,0,33797,33797,0,6390.73,6390.73,,17320,16477,33797,3294.79,3095.94,6390.73
4,Shilpi Samriddhi Yojana,26,28,54,10.4,11.2,21.6,,27,27,54,10.8,10.8,21.6
5,Educational Loan Scheme,231,150,381,535.95,297.52,833.47,,246,135,381,509.58,323.89,833.47
6,Laghu Vyavsay Yojana,1881,2816,4697,1608.52,2458.91,4067.43,,3376,1321,4697,2563.86,1503.57,4067.4300000000003
,,,,,, ,,,,,,,,
,Total,19702,51183,70885,11626.470000000001,15400.150000000001,27026.620000000003, ,40239,30646,70885,17812.91,9213.710000000001,27026.620000000003
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
FINANCIAL YEAR 2013-2014 as on 31.03.2014,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs.  in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,7230,4003,11233,6246.41,2873.02,9119.43,,6539,4694,11233,5085.28,4034.15,9119.43
2,Micro Credit Finance,6629,5300,11929,2513.5,1866.73,4380.23,,5962,5967,11929,2187.54,2192.69,4380.23
3,Mahila Samriddhi Yojana,0,29506,29506,0,7816.4,7816.4,,15233,14273,29506,4127.85,3688.55,7816.400000000001
4,Shilpi Samriddhi Yojana,84,24,108,34.35,10.1,44.45,,63,45,108,25.02,19.43,44.45
5,Educational Loan Scheme,292,82,374,341.64,122.83,464.46999999999997,,258,116,374,308.43,156.04,464.47
6,Laghu Vyavsay Yojana,917,908,1825,1476.77,1212.67,2689.44,,917,908,1825,1349.92,1339.52,2689.44
,,,,,, ,,,,,,,,
,Total,15152,39823,54975,10612.67,13901.75,24514.42, ,28972,26003,54975,13084.04,11430.380000000001,24514.420000000002
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2012-2013 as on 31.03.2013,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,9267,5719,14986,7315.47,3292.04,10607.51,,10127,4859,14986,6360.73,4246.78,10607.509999999998
2,Micro Credit Finance,5201,4161,9362,1492.84,1213.77,2706.6099999999997,,4698,4664,9362,1359,1347.61,2706.6099999999997
3,Mahila Samriddhi Yojana,0,24030,24030,0,4750.81,4750.81,,12017,12013,24030,2376.06,2374.75,4750.8099999999995
4,Shilpi Samriddhi Yojana,138,88,226,25.2,15.2,40.4,,111,115,226,19.4,21,40.4
5,Educational Loan Scheme,275,92,367,205.48,89.76,295.24,,240,127,367,189.31,105.93,295.24
6,Laghu Vyavsay Yojana,615,462,1077,999.43,755.26,1754.69,,527,550,1077,857.46,897.23,1754.69
,,,,,,,,,,,,,,
,Total,15496,34552,50048,10038.42,10116.84,20155.260000000002, ,27720,22328,50048,11161.96,8993.3,20155.260000000002
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2011-2012 as on 31.03.2012,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,8675,4126,12801,8789.15,2864.52,11653.67,,9997,2804,12801,7239.54,4414.13,11653.67
2,Micro Credit Finance,4598,3528,8126,708.05,564.19,1272.24,,4065,4061,8126,636.83,635.41,1272.24
3,Mahila Samriddhi Yojana,0,20567,20567,0,2624.39,2624.39,,10385,10182,20567,1340.16,1284.23,2624.3900000000003
4,Shilpi Samriddhi Yojana,198,109,307,37.68,26.12,63.8,,155,152,307,32.5,31.3,63.8
5,Educational Loan Scheme,161,60,221,123.64,64.94,188.57999999999998,,135,86,221,111.39,77.19,188.57999999999998
6,Laghu Vyavsay Yojana,1158,592,1750,1682.73,791.96,2474.69,,876,874,1750,1239.39,1235.3,2474.69
,,,,,,,,,,,,,,
,Total,14790,28982,43772,11341.249999999998,6936.12,18277.37, ,25613,18159,43772,10599.81,7677.56,18277.37
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINANCIAL YEAR 2010-2011 ,,,,,,,,,,,,,,
Sno.,Particular,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,,,Beneficiaries Covered (in Nos.),,,Amount Disbursed   (Rs. in Lakh),,
,,,,,,,,,,,,,,
,,Men,Women,Total,Men,Women,Total,,Rural,Urban,Total,Rural,Urban,Total
,,,,,,,,,,,,,,
1,Term Loan*,10133,5191,15324,8043.86,3568.13,11611.99,,10697,4627,15324,6439.94,5172.05,11611.99
2,Micro Credit Finance,9356,5812,15168,2138.25,1357.2,3495.45,,7584,7584,15168,1747.9,1747.55,3495.45
3,Mahila Samriddhi Yojana,0,16951,16951,0,2798.37,2798.37,,8487,8464,16951,1402.52,1395.85,2798.37
4,Shilpi Samriddhi Yojana,107,55,162,21.95,13,34.95,,81,81,162,17.5,17.45,34.95
5,Educational Loan Scheme,99,24,123,52.41,16.2,68.61,,74,49,123,40.88,27.73,68.61
,,,,,,,,,,,,,,
,Total,19695,28033,47728,10256.470000000001,7752.9,18009.37, ,26923,20805,47728,9648.74,8360.630000000001,18009.37
,,,,,,,,,,,,,,
,* Including Mahila Kissan Yojana Scheme,,,,,,,,,,,,,
,,,,,,,,,,,,,,
